"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"Minnesota","Hennepin County","1265843","16363","0.01292685"
"Minnesota","Houston County","18600","384","0.02062269"
"Minnesota","Hubbard County","21491","419","0.01951105"
"Minnesota","Isanti County","40596","577","0.01422221"
"Minnesota","Itasca County","45130","910","0.02017248"
"Minnesota","Jackson County","9846","235","0.02390690"
"Minnesota","Kanabec County","16337","278","0.01700871"
"Minnesota","Kandiyohi County","43199","775","0.01794804"
"Minnesota","Kittson County","4298","101","0.02358127"
"Minnesota","Koochiching County","12229","277","0.02264049"
"Minnesota","Lac qui Parle County","6623","204","0.03078237"
"Minnesota","Lake County","10641","253","0.02380589"
"Minnesota","Lake of the Woods County","3740","79","0.02117335"
"Minnesota","Le Sueur County","28887","428","0.01482345"
"Minnesota","Lincoln County","5639","160","0.02843080"
"Minnesota","Lyon County","25474","430","0.01686124"
"Minnesota","McLeod County","35893","645","0.01797746"
"Minnesota","Mahnomen County","5527","91","0.01646869"
"Minnesota","Marshall County","9336","212","0.02268083"
"Minnesota","Martin County","19683","497","0.02525385"
"Minnesota","Meeker County","23222","441","0.01900071"
"Minnesota","Mille Lacs County","26277","432","0.01645894"
"Minnesota","Morrison County","33386","616","0.01846112"
"Minnesota","Mower County","40062","786","0.01962828"
"Minnesota","Murray County","8194","210","0.02565571"
"Minnesota","Nicollet County","34274","507","0.01480064"
"Minnesota","Nobles County","21629","383","0.01771380"
"Minnesota","Norman County","6375","134","0.02102427"
"Minnesota","Olmsted County","158293","2356","0.01488568"
"Minnesota","Otter Tail County","58746","1301","0.02215047"
"Minnesota","Pennington County","14119","264","0.01869642"
"Minnesota","Pine County","29579","534","0.01806122"
"Minnesota","Pipestone County","9126","215","0.02352495"
"Minnesota","Polk County","31364","562","0.01790866"
"Minnesota","Pope County","11249","261","0.02322037"
"Minnesota","Ramsey County","550321","7276","0.01322191"
"Minnesota","Red Lake County","4055","83","0.02044708"
"Minnesota","Redwood County","15170","335","0.02205017"
"Minnesota","Renville County","14548","315","0.02168163"
"Minnesota","Rice County","66972","935","0.01395503"
"Minnesota","Rock County","9315","195","0.02090642"
"Minnesota","Roseau County","15165","251","0.01656068"
"Minnesota","St. Louis County","199070","3465","0.01740569"
"Minnesota","Scott County","149013","1435","0.00963004"
"Minnesota","Sherburne County","97238","926","0.00952611"
"Minnesota","Sibley County","14865","275","0.01852075"
"Minnesota","Stearns County","161075","2262","0.01404014"
"Minnesota","Steele County","36649","646","0.01763393"
"Minnesota","Stevens County","9805","189","0.01931045"
"Minnesota","Swift County","9266","218","0.02350952"
"Minnesota","Todd County","24664","483","0.01957048"
"Minnesota","Traverse County","3259","93","0.02848020"
"Minnesota","Wabasha County","21627","434","0.02006520"
"Minnesota","Wadena County","13682","287","0.02098335"
"Minnesota","Waseca County","18612","314","0.01686796"
"Minnesota","Washington County","262440","3466","0.01320770"
"Minnesota","Watonwan County","10897","237","0.02178183"
"Minnesota","Wilkin County","6207","117","0.01886813"
"Minnesota","Winona County","50484","786","0.01557126"
"Minnesota","Wright County","138377","1508","0.01089710"
"Minnesota","Yellow Medicine County","9709","223","0.02295051"
"Mississippi","Statewide","2976149","39679","0.01333221"
"Mississippi","Adams County","30693","513","0.01671712"
"Mississippi","Alcorn County","36953","567","0.01534900"
"Mississippi","Amite County","12297","252","0.02045704"
"Mississippi","Attala County","18174","311","0.01713760"
"Mississippi","Benton County","8259","130","0.01572434"
"Mississippi","Bolivar County","30628","385","0.01258012"
"Mississippi","Calhoun County","14361","245","0.01703936"
"Mississippi","Carroll County","9947","193","0.01942434"
"Mississippi","Chickasaw County","17103","259","0.01514727"
"Mississippi","Choctaw County","8210","151","0.01839554"
"Mississippi","Claiborne County","8988","126","0.01406140"
"Mississippi","Clarke County","15541","263","0.01693821"
"Mississippi","Clay County","19316","312","0.01612973"
"Mississippi","Coahoma County","22124","289","0.01304032"
"Mississippi","Copiah County","28065","427","0.01520333"
"Mississippi","Covington County","18636","273","0.01466147"
"Mississippi","DeSoto County","184945","1904","0.01029526"
"Mississippi","Forrest County","74897","905","0.01208448"
"Mississippi","Franklin County","7713","134","0.01740675"
"Mississippi","George County","24500","253","0.01033950"
"Mississippi","Greene County","13586","164","0.01204417"
"Mississippi","Grenada County","20758","291","0.01400099"
"Mississippi","Hancock County","47632","754","0.01582204"
"Mississippi","Harrison County","208080","2512","0.01207329"
"Mississippi","Hinds County","231840","2865","0.01235687"
"Mississippi","Holmes County","17010","229","0.01348692"
"Mississippi","Humphreys County","8064","121","0.01499911"
"Mississippi","Issaquena County","1327","24","0.01788156"
"Mississippi","Itawamba County","23390","359","0.01534989"
"Mississippi","Jackson County","143617","1795","0.01250156"
"Mississippi","Jasper County","16383","276","0.01682434"
"Mississippi","Jefferson County","6990","110","0.01566596"
"Mississippi","Jefferson Davis County","11128","213","0.01912723"
"Mississippi","Jones County","68098","983","0.01443192"
"Mississippi","Kemper County","9742","199","0.02037743"
"Mississippi","Lafayette County","54019","552","0.01021821"
"Mississippi","Lamar County","63343","745","0.01176120"
"Mississippi","Lauderdale County","74125","1133","0.01528132"
"Mississippi","Lawrence County","12586","175","0.01390752"
"Mississippi","Leake County","22786","324","0.01420158"
"Mississippi","Lee County","85436","1071","0.01253836"
"Mississippi","Leflore County","28183","360","0.01277259"
"Mississippi","Lincoln County","34153","492","0.01439570"
"Mississippi","Lowndes County","58595","811","0.01383562"
"Mississippi","Madison County","106272","1133","0.01066001"
"Mississippi","Marion County","24573","422","0.01717099"
"Mississippi","Marshall County","35294","496","0.01404720"
"Mississippi","Monroe County","35252","583","0.01652538"
"Mississippi","Montgomery County","9775","183","0.01876758"
"Mississippi","Neshoba County","29118","391","0.01342862"
"Mississippi","Newton County","21018","299","0.01424377"
"Mississippi","Noxubee County","10417","152","0.01460839"
"Mississippi","Oktibbeha County","49587","531","0.01070931"
"Mississippi","Panola County","34192","449","0.01314524"
"Mississippi","Pearl River County","55535","803","0.01445350"
"Mississippi","Perry County","11973","185","0.01544613"
"Mississippi","Pike County","39288","562","0.01430657"
"Mississippi","Pontotoc County","32174","421","0.01309139"
"Mississippi","Prentiss County","25126","404","0.01609194"
"Mississippi","Quitman County","6792","98","0.01447271"
"Mississippi","Rankin County","155271","1996","0.01285213"
"Mississippi","Scott County","28124","355","0.01262402"
"Mississippi","Sharkey County","4321","78","0.01802687"
"Mississippi","Simpson County","26658","396","0.01485486"
"Mississippi","Smith County","15916","276","0.01731626"
"Mississippi","Stone County","18336","218","0.01187486"
"Mississippi","Sunflower County","25110","300","0.01195023"
"Mississippi","Tallahatchie County","13809","180","0.01303747"
"Mississippi","Tate County","28321","365","0.01287954"
"Mississippi","Tippah County","22015","282","0.01281349"
"Mississippi","Tishomingo County","19383","318","0.01640532"
"Mississippi","Tunica County","9632","91","0.00949313"
"Mississippi","Union County","28815","411","0.01424751"
"Mississippi","Walthall County","14286","248","0.01735267"
"Mississippi","Warren County","45381","621","0.01368265"
"Mississippi","Washington County","43909","567","0.01292097"
"Mississippi","Wayne County","20183","295","0.01463508"
"Mississippi","Webster County","9689","140","0.01448343"
"Mississippi","Wilkinson County","8630","133","0.01539093"
"Mississippi","Winston County","17955","312","0.01735138"
"Mississippi","Yalobusha County","12108","193","0.01590834"
"Mississippi","Yazoo County","29690","344","0.01159821"
"Missouri","Statewide","6137428","92291","0.01503735"
"Missouri","Adair County","25343","346","0.01366578"
"Missouri","Andrew County","17712","304","0.01719093"
"Missouri","Atchison County","5143","123","0.02385166"
"Missouri","Audrain County","25388","395","0.01554714"
"Missouri","Barry County","35789","612","0.01710216"
"Missouri","Barton County","11754","229","0.01946250"
"Missouri","Bates County","16172","277","0.01715616"
"Missouri","Benton County","19443","462","0.02377954"
"Missouri","Bollinger County","12133","206","0.01701132"
"Missouri","Boone County","180463","1942","0.01075973"
"Missouri","Buchanan County","87364","1306","0.01495007"
"Missouri","Butler County","42478","699","0.01645268"
"Missouri","Caldwell County","9020","161","0.01779428"
"Missouri","Callaway County","44743","604","0.01348928"
"Missouri","Camden County","46305","954","0.02060423"
"Missouri","Cape Girardeau County","78871","1223","0.01550192"
"Missouri","Carroll County","8679","170","0.01956924"
"Missouri","Carter County","5982","101","0.01692791"
"Missouri","Cass County","105780","1611","0.01522516"
"Missouri","Cedar County","14349","288","0.02005569"
"Missouri","Chariton County","7426","187","0.02520963"
"Missouri","Christian County","88595","1130","0.01275529"
"Missouri","Clark County","6797","135","0.01986742"
"Missouri","Clay County","249948","3003","0.01201335"
"Missouri","Clinton County","20387","331","0.01625056"
"Missouri","Cole County","76745","1142","0.01488127"
"Missouri","Cooper County","17709","300","0.01692384"
"Missouri","Crawford County","23920","402","0.01679161"
"Missouri","Dade County","7561","155","0.02054469"
"Missouri","Dallas County","16878","300","0.01774726"
"Missouri","Daviess County","8278","143","0.01728321"
"Missouri","DeKalb County","12547","201","0.01605907"
"Missouri","Dent County","15573","312","0.02000738"
"Missouri","Douglas County","13185","272","0.02065774"
"Missouri","Dunklin County","29131","482","0.01654797"
"Missouri","Franklin County","103967","1563","0.01503592"
"Missouri","Gasconade County","14706","313","0.02128641"
"Missouri","Gentry County","6571","138","0.02098873"
"Missouri","Greene County","293086","4452","0.01519005"
"Missouri","Grundy County","9850","221","0.02243160"
"Missouri","Harrison County","8352","191","0.02289950"
"Missouri","Henry County","21824","407","0.01866578"
"Missouri","Hickory County","9544","243","0.02541111"
"Missouri","Holt County","4403","120","0.02715696"
"Missouri","Howard County","10001","174","0.01742358"
"Missouri","Howell County","40117","696","0.01733920"
"Missouri","Iron County","10125","191","0.01882156"
"Missouri","Jackson County (including other portions of Kansas City)","703011","9518","0.01353914"
"Missouri","Jasper County","121328","1707","0.01406571"
"Missouri","Jefferson County","225081","2666","0.01184249"
"Missouri","Johnson County","54062","611","0.01129530"
"Missouri","Knox County","3959","81","0.02057461"
"Missouri","Laclede County","35723","524","0.01466950"
"Missouri","Lafayette County","32708","587","0.01795325"
"Missouri","Lawrence County","38355","649","0.01692251"
"Missouri","Lewis County","9776","169","0.01727214"
"Missouri","Lincoln County","59013","658","0.01114519"
"Missouri","Linn County","11920","231","0.01941140"
"Missouri","Livingston County","15227","305","0.02004031"
"Missouri","McDonald County","22837","279","0.01219727"
"Missouri","Macon County","15117","312","0.02062075"
"Missouri","Madison County","12088","206","0.01700267"
"Missouri","Maries County","8697","169","0.01937520"
"Missouri","Marion County","28530","481","0.01686673"
"Missouri","Mercer County","3617","82","0.02275385"
"Missouri","Miller County","25619","417","0.01629551"
"Missouri","Mississippi County","13180","198","0.01505340"
"Missouri","Moniteau County","16132","237","0.01468627"
"Missouri","Monroe County","8644","181","0.02099305"
"Missouri","Montgomery County","11551","235","0.02030763"
"Missouri","Morgan County","20627","393","0.01903371"
"Missouri","New Madrid County","17076","282","0.01649138"
"Missouri","Newton County","58236","875","0.01502174"
"Missouri","Nodaway County","22092","340","0.01539925"
"Missouri","Oregon County","10529","212","0.02011207"
"Missouri","Osage County","13615","217","0.01592724"
"Missouri","Ozark County","9174","221","0.02407642"
"Missouri","Pemiscot County","15805","249","0.01576980"
"Missouri","Perry County","19136","325","0.01696238"
"Missouri","Pettis County","42339","672","0.01587769"
"Missouri","Phelps County","44573","672","0.01508046"
"Missouri","Pike County","18302","282","0.01540379"
"Missouri","Platte County","104418","1272","0.01218330"
"Missouri","Polk County","32149","510","0.01587881"
"Missouri","Pulaski County","52607","402","0.00764676"
"Missouri","Putnam County","4696","108","0.02292714"
"Missouri","Ralls County","10309","170","0.01645976"
"Missouri","Randolph County","24748","375","0.01514413"
"Missouri","Ray County","23018","375","0.01629036"
"Missouri","Reynolds County","6270","130","0.02079602"
"Missouri","Ripley County","13288","236","0.01777172"
"Missouri","St. Charles County","402022","5386","0.01339790"
"Missouri","St. Clair County","9397","231","0.02459822"
"Missouri","Ste. Genevieve County","17894","311","0.01738379"
"Missouri","St. Francois County","67215","946","0.01407460"
"Missouri","St. Louis County","994205","16997","0.01709596"
"Missouri","Saline County","22761","392","0.01721819"
"Missouri","Schuyler County","4660","86","0.01850709"
"Missouri","Scotland County","4902","87","0.01773923"
"Missouri","Scott County","38280","610","0.01594821"
"Missouri","Shannon County","8166","151","0.01849820"
"Missouri","Shelby County","5930","121","0.02047972"
"Missouri","Stoddard County","29025","541","0.01862888"
